Lyrics,Release date,Artist,Track
selfdoubt its what i do this music this sound this voice and these words all that carry me its not writing nor music fuck its certainly not art when the boundaries seem unclear we dont have a language that day you fainted your eyes looked right through me from nowhere in particular dislocated light monotonous and when i touched you i turned you into a girl only for a moment soon youll come back to me but when i touched you i could turn you into a girl and i could love you wildly girly wildly girly boundlessly wildly,,Jenny Hval,Angels and Anaemia
o heaven o heaven the next queensbound train is two stations away from tvedestrand my white gown that curls around the harbour fetalstyle i never was a girly girl forgive me from the very back of the church choir i am standing lone alto range girl in black the front row clasp their hands now theyre singing with devotion i separate from feeling complex harmonic motion i shut my mouth and ran away spot out that neoliberal girly heart that held no blood and made no beat just vibrated sweetly in the chest but im now thats jesusage and girl spaces come back to me i want to sing religiously you know airy more than necessary climbing the ladders just to fall uncontrollably to heaven o heaven im standing in a graveyard of girls o tvedestrand o white gown the tombstones are so tall and hard i want to sit on them put death inside my body i want so much death inside my body heaven im sorry i just want to feel so much death a hole to nowhere,,Jenny Hval,Heaven
when i went to america i found myself to be not myself i could not align with the landscape it reminded me my body of being newborn i understand why people want to be reborn i understand why people speak in tongues i understand why people want to feel newborn i understand that its the same as feeling unborn i understand that we all want to feel unborn i understand it in america,,Jenny Hval,Holy Land
think big girl like a king think kingsize did you learn nothing in america ive placed four big bananas in my lap in new york i dont dream i always wanted to be less subculturally lonely but here i see no subculture no no future no big science no big bananas but i found no no future i rock the bananas gently move back and forth dont wake them what is soft dick rock using the elements of dick to create a softer toneddown sound i sing to the bananas the skin is getting thin and brown norway the girls are pretty im one fourth danish if you have a child you better learn how to bake i beckon the cupcake the huge capitalist clit i search the oven scrub the racks put my whole head inside but i just cant find it its like looking out the window in there the bananas rot slowly in my lap silently wildly girly the rash is an opportunity a common disease something in common a community the definition must be something attacking itself four flaking flaccid fingers no future oh the fruit flies,,Jenny Hval,Kingsize
im six or seven and dreaming that im a boy i emerged out of the water and went into the garden with a small silver hand between my thighs later in the shower i see a boy naked he is contagious and i can feel mine i was told not to stare then but my eyes have never been larger in out of my body my stare kept growing iiiiiiiiiiiiiiiiiiiiiii guess thats whats called flesh memory oh how i wanted to tell him that we had switched places in my dream id had him on me but i didnt that day when i told her the dog was a wolf and the rock was a cliff and youre a horse i said if the dog was a wolf and i a boy she could be a horse sure thing she had no excuse and we were running then horse and wolf and girl braces on her teeth like a bridle a bride a bridle i felt tight against supple cool against hot wires and skin ive always been like this some days i feel like my body is straightened held up by thin braces metal spikes embrace my spine my face my cunt i can feel myself from above but i cant see whos holding them it would be easy to think about submission but i dont think its about submission its about holding and being held we ran willingly horselike girllike boylike her voice neighing in the back of her throat and when i came closer we collided and kissed in the passing on the mouth like horses do i said her thin lips over enamel and steel i felt the outline of her braces against my own little silver arms reaching for each other,"April 9, 2015",Jenny Hval,Sabbath
some days i feel like my body is a cushion held up by thin wires and i can see myself from above holding wires in my hands,,Jenny Hval,Some Days
what is it to take care of yourself getting paid getting laid getting married getting pregnant fighting for visibility in your market realizing your potential being healthy being clean not making a fool of yourself not hurting yourself shaving in all the right places what am i taking care of im lying in our bed unable to sleep reaching a state of absolute dependence in a restless halfdream like the jam without a spoon and i grab my cunt with my hand that isnt clean am i loving myself now am i mothering myself am i taking care of myself now i imagine youre doing the same holding onto your soft dick it lies in the hand where it dares stay soft could i be that for you that cupping hand on your soft dick could i give you that that which sometimes expects nothing accepting restlessness accepting no direction accepting this fearful wanting that isnt desire that going nowhere a warm place can we go there we dont have to fuck can we just lie here being i give you this hand i give you this hand,"June 9, 2015",Jenny Hval,Take Care of Yourself
what is it to take care of yourself what are we taking care of a million bedrooms with hands softly lulling our divine cocks and cunts without telling anyone a million ships come alone out on the calmest seas so are we loving ourselves now are we mothering ourselves statistics and newspapers tell me i am unhappy and dying that i need man and child to fulfill me that im more likely to get breast cancer and its biology its my own fault its divine punishment of the unruly its fearfull out here on the calmest seas we who grew up singing merry christmas war is over our mothers softly humming were at the edge of history but i keep growing older eight years since now and all that ages now is the body i wonder why i think to myself one of these days everything i write begins with the question whats wrong with me you say im free now that battle is over and feminism is over socialisms over yeah i say i can consume what i want now this is what happens on the edge of history the great eye turns to us we are the only thing thats aging but we dont know it yet we cling onto heaven heaven heaven sleep tight forever sleep tight forever,"June 9, 2015",Jenny Hval,That Battle Is Over
written by jenny hval and lasse marhaug,,Jenny Hval,White Underground
how thick is a surface why this and not that the only question you should ask or maybe what is the deepest human longing ive said it before and ill say it again im complex and intellectual but i will say it is to be loved why this and not that the only question you should ask or maybe longing to make everybody cry i want us all to cry together and what is that sound that is haunting my throat,"June 8, 2015",Jenny Hval,Why This?
well the phones gonna ring and you tell them im not home will you water the ferns and feed the fish out in the pond im gonna get mean if you dont stop singing that hawaiian song how can you hear me scream if you still got your headphones on pre is this the beginning of our vacation or is this the end of our relationship  is this the end is this the end  and johns been avidly reading slashs bio there was a tv set smashed out in front of his room i didnt ask i led a solo charge down to the sea where the fastfood trash and tourists made me fear and loathe it pre is this the beginning of middleaging or is this the end of civilization  is this the end is this the end  and if theres no ring i will have to say goodbye nah im just playing john i look terrible in white you better hide the weed because the maid is at the door and i can see a john getting a hand job on the balcony below pre is this the beginning of expectation or is this the end of our vacation  is this the end is this the end  and well be drinking cava drinking cava on the plane and well be getting farther getting farther from this place,"July 28, 2014",Jenny Lewis,Aloha & The Three Johns
i been wearing all black since the day it started when i stopped and looked back as my mind departed i been losing sleep and i cannot sit still oh im not the same woman that you were used to oh  i put my head underwater baby i threw my clothes away in the trash i stood barefoot on the blazing concrete i was waiting for the gut of the thunder to crash  i dont wanna bore you with how i feel but when the walls came down the shit got real oh i never thought i would ever be here looking out on my life as if there was no there there  i messed around with somethin i always hated i took a blanket into the bath opened my eyes and hallucinated i took a nap and woke up in the grass post theres a little bit of magic everybody has it theres a little bit of sand left in the hourglass  my own mortality i contemplated down in the valley i got hypnotized it left a mark that hasnt faded thats when i realized  theres a little bit of magic everybody has it theres a little bit of sand left in the hourglass theres a little bit of magic everybody has it theres a little bit of fight left in me yet  i put my head underwater baby i held my breath until it passed crossed my fingers and concentrated i closed my eyes and i was free at last,"July 29, 2014",Jenny Lewis,Head Underwater
all our friends theyre gettin on but the girls are still staying young if i get caught being rude in a conversation with a child bride on her summer vacation  no matter how hard i try to be just one of the guys theres a little something inside that wont let me no matter how hard i try to have an open mind theres a little voice inside that prevents me  how i live it got me here locked in this bathroom full of tears and i have begged for you and i have borrowed but i been the only sister to my own sorrow  no matter how hard i try to be just one of the guys theres a little something inside that wont let me no matter how hard i try to have an open mind theres a little clock inside that keeps ticking  theres only one difference between you and me when i look at myself all i can see im just another lady without a baby  no matter how hard i try to be just one of the guys theres a little something inside that wont let me no matter how hard i try to have an open mind theres a little cop inside that prevents me  im not gonna break for you im not gonna pray for you im not gonna pay for you thats not what ladies do oh when you break when you break oh when you break oh when you break,"June 3, 2014",Jenny Lewis,Just One of the Guys
when i turned i was furious and restless got a chelsea girl haircut and a plane ticket to paris i stayed there with pansy he had a studio in the seventh lost his lover to a sickness i slept beside him in his bed thats when i met nancy she was smoking on a gypsy she had a ring in her nose and her eyes were changin like mood stones  and she said open up late bloomer itll make you smile i can see that fire burning in you little child  nancy came from boston she got in trouble very often cause her parents had forgotten her she escaped over the pond she was searching for the writer of a song that made her shiver she listened over and over on her walkman cassette  and she said come with me late bloomer for a little while i wanna see that fire burning in you little child  how could i resist her i had longed for a big sister and i wanted to kiss her but i hadnt the nerve we found the writer he was just some kid from boston i was jealous as i watched him talking to her but man was i astonished he didnt look like no adonis but as nancy had promised he was heavy as lead  and he said come with us late bloomer for a little while we wanna feel that fire burning in you little child  forgive me my candor but i just had to have her and at the time i didnt mind sharing with him we rode in silence all the way back to the seventh and i promised id write her but i never did  and she said au revoir late bloomer for a little while you gotta keep that fire burning in you little child,"July 25, 2014",Jenny Lewis,Late Bloomer
when i met you you were just a boy and you were tonguetied and wearing corduroy when you kissed me i was so annoyed cause i was already gone pre call up your girlfriends lets go out tonight were gonna drink ourselves some burgundy wine talk all about how weve saved the date i cant believe im getting married in may  i could love you forever i could love you forever i could love you forever i could love you till all the polaroids fade  we were kids then in the daisy age and we wore peace signs as the riots blazed when we candyflipped wed stay out too late cause we were already gone pre call up your girlfriends lets go out tonight i want to reminisce and get a little high talk all about how weve saved the date i cant believe im getting married in may  i could love you forever i could love you forever i could love you forever i could love you till all our hair turns gray  now we are living in ladonia estates and we eat out every night and drink every day but there are some things money cannot say like the feeling of hell in a hallway  i could love you forever i could love you forever i could love you forever i could love you forever i could love you forever i could love you forever i could love you forever,"July 25, 2014",Jenny Lewis,Love U Forever
i used to think you could save me ive been wondering lately heard shes having your baby and everythings so amazing it goes on and on and on and on it goes on and on and on and on  but shes not me shes easy  all those times we were making love i never thought wed be breakin up bet you tell her im crazy it goes on and on and on and on it goes on and on and on and on  but shes not me shes easy  remember the night i destroyed it all when i told you i cheated and you punched through the drywall i took you for granted when you were all that i needed  but shes not me shes easy  shes not me shes not me shes easy shes easy shes not me shes not me,"July 21, 2014",Jenny Lewis,She's Not Me
i am still into you dreams really do come true i feel it everywhere even in my red hair  and if you dont wreck it then i wont wreck it either when im out on the road if for just one second he helps me to forget all about slippery slopes whiskey and cloves  i see it happening ill get the golden ring i want eternity for her you and me  and if you dont expect it i wont expect it either when we take off our clothes if for just one second she helps you to forget all about slippery slopes mushrooms and coke  oh oh oh whoa oh oh oh whoa oh oh oh whoa oh oh oh whoa is anyone listening theres joy that freedom brings and ill be a libertine if she eats after me  cause if you dont express it you will express it later with who god only knows if for just one second it helps us to remember that we like each other the most sleeping with bros slippery slopes,"July 25, 2014",Jenny Lewis,Slippery Slopes
when the twin towers fell and it all went to hell i knew youd be leavin me soon its what tore us apart you perfected the art of making it all about you pre but i can read your fortune just lay out your palm whatever youre avoiding will greet you at the dawn  cause its a new you every day puttin on a different face and the farther that you run from it how will you overcome it its a new you every day  and you struggle with sobriety dreams of notoriety listening to kill em all tend for high society social anxiety we missed you at the head bangers ball pre but i can read your fortune just lay out your palm whoever youre avoiding they will all sing along  cause its a new you every day puttin on a different face and the farther that you run from it how will you overcome it its a new you every day  where you come from gets the best of you  cause its a new you every day and when i loved you i used to say the farther that we run from it how will we overcome it its a new you every day,"July 28, 2014",Jenny Lewis,The New You
by the time i got your letter i had lost my mind i was trippin when youre getting better its a jagged line nothing lasts forever when you travel time ive been sippin that koolaid of the cosmos  cause the voyagers in every boy and girl if you wanna get to heaven get out of this world the voyagers in every boy and girl  when it finally hit me i did not cry cause i was at the eleven flippin through the new york times i saw it printed in black and white the voyager goes up in smoke  the voyagers in every boy and girl if you wanna get to heaven get out of this world youre the voyager youre the voyager  you scared me straight right into your arms ohoh ohohoh ohoh ohohoh ohoh  the voyagers in every boy and girl if you wanna get to heaven get out of this world youre the voyager youre the voyager hey youre the voyager im the voyager,"July 11, 2014",Jenny Lewis,The Voyager
you got struck with some bad luck theres a black cat by your side and im afraid you chose the red door with the triple neon sign and what those witch doctors do to you i wouldnt want it for myself after all that youve been through havent you learned anything  you cant outrun em you cant outrun em you cant outrun em you cant outrun em they want your head you cant outrun em  and i guess two souls will meet again when the uni thinks they should even if their own bloodlines dont run as deep as they could what your mama put you through i wouldnt wish it on my enemy now that i am living proof that history repeats  you cant outrun em you cant outrun em you cant outrun em you cant outrun em they want you dead you cant outrun em you cant outrun em  you better talk quickly cause my sisters at the door cause i want to know everything who i am and what its for what the lord has planned for you i guess that it was meant wanted to get to know you before you were dead  you cant outrun em you cant outrun em you cant outrun em you cant outrun em i know you cant you cant outrun em you cant outrun em you cant outrun em you cant outrun em you cant,"July 25, 2014",Jenny Lewis,You Can't Outrun 'Em
whats the use in buyin that new coupe when you ridin round by yourself whats the use in buyin that big crib when aint no one round to help when i show up ima show out ima turn up when you show me that baby hold up wont you hold up go crazy dont hold it back i like to play crazy sometimes forward headed dreams to the stars how you stay freaky til the sun up how you baby stronger  actin up actin up we be actin up she be actin up i be actin up when the ash is up we actin up and thats enough actin up i be actin up she be actin up commas we be actin up baby actin up just actin up we actin up thats enough  got a little bitch from the east side got it goin on on the west and im strong all in my legs all that weed body sweat ima treat you so special all i need to hear is yes know i got you fuckin with the best side you aint gotta keep it on the inside girl when your bout it i know its over people around and you be like so what all the cameras on you cause you  actin up she be actin up i be actin up actin up we be actin us they be actin us cause we actin up thats enough ass is up i be smackin up we be smacked enough off that jack and her they be actin us they be actin us we actin up best do it the best baby im professional girl dont hit me unless you all on me undressed why am i the only one dressed come on show less then well have to leave another mess wonder why the pussy so wet why my sheets always be a mess please tell me when we gon sesh ill apply the right amount of pressure you aint pulled up on me in a long time hope you aint doin nothin else know that you be out here actin so shy but why you always shake when i caress you dont need no cameras turn off the lights with the action we be  actin up she be actin up i be actin up actin up we be actin us they be actin us cause we actin up thats enough ass is up i be smackin up we be smacked enough off that jack and her they be actin us they be actin us we actin up actin,"December 4, 2015",Jeremih,Actin Up
yg mustard on the beat ho hook jeremih rhythm is a dancer i need a companion girl i guess that must be you body like the summer fuckin like no other dont you tell em what we do dont tell em dont tell em you aint even dont tell em dont tell em you aint even you aint even gotta tell em dont tell em dont tell em you aint even dont tell em dont tell em you aint even you aint even even gotta tell em dont tell em dont tell em  jeremih know you say you down with it wont tell em how you hit the ground with it girl you know im from chicago i act a fool bobby brown with it in it nobody take me out though you got gifts bring em down the south pole marathon doll gon put in miles dont you worry bout him i gon work it out prehook jeremih only is you got me feeling like this oh why why why why why loving while grabbing the rhythm of your hips thats right right right right right hook jeremih rhythm is a dancer i need a companion girl i guess that must be you body like the summer fuckin like no other dont you tell em what we do dont tell em dont tell em you aint even dont tell em dont tell em you aint even you aint even gotta tell em dont tell em dont tell em you aint even dont tell em dont tell em you aint even you aint even even gotta tell em dont tell em dont tell em  jeremih girl he fufu with it but you know i know what to do with it ill give you that girl im talking laps as if you got a pool in it and she say she aint with your best friends then let me be your diamond you know you feeling how your boy press play just keep that ass rewindin prehook jeremih only is you got me feeling like this oh why why why why loving while grabbing the rhythm of your hips thats right right right right right hook jeremih rhythm is a dancer i need a companion girl i guess that must be you body like the summer fuckin like no other dont you tell em what we do dont tell em dont tell em you aint even dont tell em dont tell em you aint even you aint even gotta tell em dont tell em dont tell em you aint even dont tell em dont tell em you aint even you aint even even gotta tell em dont tell em dont tell em  yg i got a missed call from your bitch she been plottin on me for a cool minute she wanna suck my dick and im cool with it i like girls in the shower when its winter fresh its some twitter pussy i met on the internet on my latenight thirsty cause it was latenight and i was thirsty girl i been to that county girl i aint tellin handcuff me to the bed girl it aint no bailin i keep a stack of hundreds i can keep a secret if anything you was explorin you wasnt cheating she got my number stored under fake names her nigga think she faithful but she runnin game yolo so take me out these polos and we can fuck from uno to ocho prehook jeremih only is you got me feeling like this oh why why why why why loving while grabbing the rhythm of your hips thats right right right right right hook jeremih yg rhythm is a dancer i need a companion girl i guess that must be you body like the summer fuckin like no other i keep it on the dl and creep like tl just tell me them details just hand me dont you tell em what we do dont tell em dont tell em you aint even dont tell em dont tell em you aint even you aint even gotta tell em dont tell em dont tell em you aint even dont tell em dont tell em you aint even you aint even even gotta tell em dont tell em dont tell em no  jeremih right right right right right right right dont tell em dont tell em no why why why why would you do oh just keep the rhythm like that that that that put in on like that that that that i know you like that that that that that you know i want that that that that that ohh ohohh ohohh ohohh,"June 6, 2014",Jeremih,Don't Tell 'Em
hook pardon my behavior ill apologize later say sorry later blame it on the drank baby blame it on the drank baby blame it on the drank drank drank said if you leave with me tonight i wont judge you no no blame it on the drank baby blame it on the drank baby blame it on the drank baby  you know who you dealing with you know who you down work put ya money down put ya head in the headboard lets go to war baby first time i couldnt ignore it baby how you come and shut the place down a pretty face you throw up with your face down i couldnt help but think bout how you taste i couldnt help but think of how you kiss you lookin glisten all up on my neck could make me know enough just one time come get it dummy dummy one time just screamin daddy daddy one time you keep your body bangin like a you know that any minute girl its mine hook pardon my behavior ill apologize later say sorry later blame it on the drank baby blame it on the drank baby blame it on the drank drank drank said if you leave with me tonight i wont judge you no no blame it on the drank baby blame it on the drank baby blame it on the drank baby  i dont know no i dont know you now but all i know know is im gon love you down dj khaled say j just hold em down way you wind and roll them hips i hold you down cant help that pussy tastes like green apple crown got me so drunk you need some thumpin round to beast up on you left side legs up talkin peaced up girl your bodys amazing if you aint hear that from your own mind youd probably trip if you heard me have your ass screamin out jeremih girl go head light up the marley do not know how you got topless we should take trips to the tropics this drank and that ass a problem hook pardon my behavior ill apologize later say sorry later blame it on the drank baby blame it on the drank baby blame it on the drank drank drank said if you leave with me tonight i wont judge you no no blame it on the drank baby blame it on the drank baby blame it on the drank baby,"December 4, 2015",Jeremih,Drank
hook i didnt come here for nothing i need a whole lot of money crossing these hoes out to fade away putting your bitches on layaway niggas they know me from stuntin all of my whips is push button feeling like phil when i make the play i light the streets where you are i only need to hit it one time keep on them red bottom louboutins play with that pussy on the i light the streets where you are i got a bad bitch thats i make her do the things shes never done feeling like phil when i make the play everything will be aokay  now i think about it man as long as i keep doing me and you keep doing you i aint gotta worry about nobodys paper long as mines just coming and its blue turn the yacht into noahs arch im getting bitches and they come in by the two only nigga in here asking questions see only real question nigga who is you i aint worried bout it now im on a roll i dont hear nobody tryna be myself i made it here it aint no miracle copped the new ghost im invisible from january to december flexin on niggas arm hammer tell me what i wanted i can handle talk about dirty thats my grammar taladega nights runnin through the lights ricky bobby i be cruisin i just did a song with cent dont give a fuck about a nigga two cents oas talkin guapanese twisting lids with big bottles you know it as long as you know that hook i did not come here from nothin i need a whole lot of money crossing these hoes out to fade away putting your bitches on layaway niggas they know me from stuntin all of my whips is push button feeling like phil when i make the play i light the streets where you are i only need to hit one time keep on them red bottom louboutins play with that pussy on the i light the streets where you are i got a bad bitch thats i make her do the things shes never done feeling like phil when i make the play everything will be aokay,"December 4, 2015",Jeremih,Feel Like Phil
takeoff migo aye uhh ugh  jeremih quavo takeoff tonight i decided i dont give no fucks dont give a fuck give no fuck tonight i decided i dont give no fucks dont give a fuck give no fuck why the fuck my new engine up in the trunk skrrrrt in the trunk tonight i decided i dont give no fucks dont give a fuck nah give no fuck every single night i bet she down to suck met another nother bitch she down to fuck red bone head the color tonka truck wake up in the morning up like donald trump room hit the started off the tron im off the henny now bitch come through she know the dealy now you know where im from we get to drillin now hey side bitch she tried to tie me up aye aye got no feelin now pop a pilly now pop a pilly now sell out live shows colliseum now come and see em now come and see em now your main bitch is in my dm now bitch talkin bout their problems drama thats tmi  quavo catch me ridin in a twoseater skrrt i dont ever go without the nina doin everything illegal illegal cause i dont give a fuck about these people uhh benjamin yes he a friend of mine benjis two girls they kiss at the same time all a nigga see is dollar signs dollar signs bird they sound like ty dolla ign brrr i came from the bottom and now i got guala i woke up this mornin lipstick on my collar aye play with the water like pbj otter i jk yo shit like a nigga play soccer kick it look at you niggas imposters look at you look at you actors you deserve an oscar act im dabbin look at my posture takin your hoe and i fuck her dont call her brr you know i dont give a fuck dont give a fuck you know i dont give a fuck dont give a fuck i am not wifin these hoes you know it could never be you and us no i came from whippin them babies yeah and now they callin us the greatest yeah catch me ridin in the latest skrrt piped up not faded  jeremih quavo takeoff tonight i decided i dont give no fucks dont give a fuck give no fuck tonight i decided i dont give no fucks dont give a fuck give no fuck why the fuck my new engine up in the trunk skrrrrt in the trunk tonight i decided i dont give no fucks dont give a fuck nah give no fuck every single night i bet she down to suck met another nother bitch she down to fuck red bone head the color tonka truck wake up in the morning up like donald trump room hit the started off the tron im off the henny now bitch come through she know the dealy now you know where im from we get to drillin now hey side bitch she tried to tie me up aye aye got no feelin now pop a pilly now pop a pilly now sell out live shows colliseum now come and see em now come and see em now your main bitch is in my dm now bitch talkin bout their problems drama thats tmi  takeoff til they free offset i do not give a fuck niggas talkin slick get hit with the uppercut im not awake then the lil cousin woke me up hop out the bed and then i grab my double cup they hate on us so you know they dont fuck with us cant do nothin when niggas gon tell on us out in london niggas cant get into the lobby runnin with a bitch with a bubble butt ima break it down again and ima speed it up monopoly the way i run it up im whippin it and lookin for the fomula aint nothin but your bitch lookin at me she wanna give it up they take it like ima dab but you niggas lack wanted to laugh nigga im still sippin act hundred grand in my wallet backpack and we got to get more locked than buscemi straps thinkin bout coppin aventador skkrt movin out to singapore cause these bitches is getting boring boring and niggas leavin me no choice naw the difference between me and you and gettin it see i wanted to when you was four haa and this rap game it get heated sometime but i thank the lord cause im not where i was  jeremih takeoff side bitch she tried to tie me up pipe it up pipe it up ppppipe it up wake up in the morning up like donald trump side bitch she tried to tie me up pipe it up pipe it up ppppipe it up wake up in the morning up like donald trump hey aye hey  jeremih quavo takeoff tonight i decided i dont give no fucks dont give a fuck give no fuck tonight i decided i dont give no fucks dont give a fuck give no fuck why the fuck my new engine up in the trunk skrrrrt in the trunk tonight i decided i dont give no fucks dont give a fuck nah give no fuck every single night i bet she down to suck met another nother bitch she down to fuck red bone head the color tonka truck wake up in the morning up like donald trump room hit the started off the tron im off the henny now bitch come through she know the dealy now you know where im from we get to drillin now hey side bitch she tried to tie me up aye aye got no feelin now pop a pilly now pop a pilly now sell out live shows colliseum now come and see em now come and see em now your main bitch is in my dm now bitch talkin bout their problems drama thats tmi,"December 4, 2015",Jeremih,Giv No Fuks
jeremih she told me do her body right i did she said she want me spend the night i did i did she want me hit it when she wake up i did did she said boy dont you mess my hair up i did i did post jeremih yeah her body be calling i be on that mission she like the position waking the neighbors got flavors im doing her favors she doing them tricks she just did a splits god dammit she thick scream my name when i hit it wrote my name on her sheets i did it i did it  jeremih she told me do her body right i did i did she said she want me spend the night i did i did she want me hit it when she wake up i did did she said boy dont you mess my hair up i did i did post jeremih yeah her body be calling i be on that mission she like the position waking the neighbors got flavors im doing her favors she doing them tricks she just did a splits god dammit she thick scream my name when i hit it wrote my name on her sheets i did it i did it  jeremih i did i did i did it i did it i did i did i did  jeremih and my mind runnin around racing dont stop no need to pace it waterfall like she in the caymans pussy so good i almost came in whip it like she work it in the kitchen hit it from the back doing the dishes now im kissing her on the kitten told her not to scream she didnt listen  feather youre the only one i want hittin it head to hick come huddle up with me touch me like no other man touch me i dont care for no nigga this way camera phone i turn it off for you i will never turn you off boy i just wanna lay in your arms when youre mine know there is no more  jeremih she told me do her body right i did she said she want me spend the night i did i did she want me hit it when she wake up i did did she said boy dont you mess my hair up no i did i did post jeremih yeah her body be calling i be on that mission she like the position waking the neighbors got flavors im doing her favors she doing them tricks she just did a splits god dammit she thick scream my name when i hit it wrote my name on her sheets i did it i did it,"December 4, 2015",Jeremih,I Did
pre jeremih know your city what youre used to know i aint exactly what youre used to know youre prolly worried what im used to i dont blame you what you sposed do last time we fucked like it was all night now you got me thinkin bout you all night me and you seemed like itd be alright long as we can keep it all night  jeremih cup full yeah im on poured up she ready leave here too on tell me where im headed tree leaf a little o you know im faded heart shape and i love that come here im down with it i cant i cant keep my eyes off your face let alone talk bout your body ive been waiting for so long girl you just dont know no  jeremih still dippin through the city with the top down shawty got that showmewhatyouboutnow i aint waitin for tonight im talkin right now still know my way right with the lights down set it down every time you go low aint nobody worried if we on it solo you know when we creepin it be alright i kill it til you say its all mine pre jeremih know your city what youre used to know i aint exactly what youre used to know youre prolly worried what im used to i dont blame you what you sposed do last time we fucked like it was all night now you got me thinkin bout you all night me and you seemed like itd be alright long as we can keep it all night  jeremih cup full yeah im on poured up she ready leave here too on tell me where im headed tree leaf a little o you know im faded heart shape and i love that come here im down with it i cant i cant keep my eyes off your face let alone talk bout your body ive been waiting for so long girl you just dont know no  ty dolla ign told her bae im ready bae i want it i can go all the way until the mornin we could do all different type of positions ima have you suckin on my fingers while i hit it from the back you like it like that i know different ways to make you climax you got the flavored oil girl you nasty rubbin lotion on you you aint even ashy tryna get you to the room and take you down come give it to a thug give it to a real one  jeremih ty dolla ign cup full yeah im on poured up she ready yeah she ready leave here too on on tell me where im headed where im headed tree leaf a little o little o you know im faded heart shape and i love that oh yeah come here im down with it yeah i cant i cant keep my eyes off your face let alone talk bout your body ive been waiting for so long girl you just dont know no,"December 4, 2015",Jeremih,Impatient
woke up at home off that molly bad bitch red bone on my body smelling like patron in mi casa that was one hell of a party wake n bake then im right in it dont ask in the morning i just hit it then she gon skate like she tony hawk and man im right back on my sinning  oh i knew life would be alright but who couldve known itd be this good oh and they tell me it gets better better better better this is more than life this is paradise  two tylenols in a smoothie work out and maybe jacuzzi thirteen new texts man they jockin thats just more checks in my pocket my daily been all about that money mama aint ever raise no dummy straight out the city where the wind blows so this one right here for my kinfolk  man i knew life would be alright but who couldve known itd be this good oh and they tell me it gets better better better better this is more than life this is paradise  so so so fuckin wasted so so so fuckin high its amazing that we made it we gon take this past the sky  woke up at home off that molly bad bitch red bone on my body smelling like patron in mi casa that was one hell of a party  oh i knew life would be alright but who couldve known itd be this good oh and they tellin me they say it gets better better better better this is more than life this is paradise,"December 4, 2015",Jeremih,Paradise
starrah blunt after blunt after blunt after blunt after blunt after blunt after hey cup after cup gotta double that up ive been waitin on this all day nigga pass that shit yeah nigga pass that shit blunt after blunt after blunt after blunt after blunt after blunt after hey cup after cup gotta double that up ive been waitin on this all day nigga pass that shit nigga pass that shit nigga pass that shit yeah nigga pass that shit  jeremih the blunt up the blunt up the blunt up the blunt up today i called up the uber but then i pulled out the range grab that shit yeah then grab that bitch i roll up to pull up im stuntin im stuntin hey i smoke up to pull up i pull up and im like hey thats that nigga yeah yeah thats that nigga  starrah blunt after blunt after blunt after blunt after blunt after blunt after hey cup after cup gotta double that up ive been waitin on this all day nigga pass that shit yeah nigga pass that shit blunt after blunt after blunt after blunt after blunt after blunt after hey cup after cup gotta double that up ive been waitin on this all day nigga pass that shit nigga pass that shit nigga pass that shit yeah nigga pass that shit  jeremih what you women talkin bout i only wanna get up there a bad bitch rollin up some good light it up and hand me it all i wanna do trouble up extendo doubled up tired as fuck aint no more work ease my mind thats where it hurt pull up in somethin that go skrrt fishtailin like we dirk feel like ray j for the purp come and let me hit it first ima pass it if its some gas ima pull up might forget to ask smokin ivory passin plenty tabs roll the wood up so it can last  starrah blunt after blunt after blunt after blunt after blunt after blunt after hey cup after cup gotta double that up ive been waitin on this all day nigga pass that shit yeah nigga pass that shit blunt after blunt after blunt after blunt after blunt after blunt after hey cup after cup gotta double that up ive been waitin on this all day nigga pass that shit nigga pass that shit nigga pass that shit yeah nigga pass that shit,"December 1, 2015",Jeremih,Pass Dat
